nome_produto,nivel_comercializacao,estado,mes_ano,preco_medio
AÇÚCAR CRISTAL (kg),VAREJO,SP,11/2015,"2,15"
AÇÚCAR CRISTAL (kg),VAREJO,SP,12/2015,"2,20"
AÇÚCAR CRISTAL (kg),VAREJO,SP,01/2016,"1,95"
AÇÚCAR CRISTAL (kg),VAREJO,SP,02/2016,"2,15"
AÇÚCAR CRISTAL (kg),VAREJO,SP,03/2016,"2,18"
AÇÚCAR CRISTAL (kg),VAREJO,SP,04/2016,"2,21"
AÇÚCAR CRISTAL (kg),VAREJO,SP,05/2016,"2,16"
AÇÚCAR CRISTAL (kg),VAREJO,SP,06/2016,"2,20"
AÇÚCAR CRISTAL (kg),VAREJO,SP,07/2016,"2,23"
AÇÚCAR CRISTAL (kg),VAREJO,SP,08/2016,"2,25"
AÇÚCAR CRISTAL (kg),VAREJO,SP,09/2016,"2,24"
AÇÚCAR CRISTAL (kg),VAREJO,SP,10/2016,"2,35"
AÇÚCAR CRISTAL (kg),VAREJO,SP,11/2016,"2,29"
AÇÚCAR CRISTAL (kg),VAREJO,SP,12/2016,"2,15"
AÇÚCAR CRISTAL (kg),VAREJO,SP,01/2017,"2,25"
AÇÚCAR CRISTAL (kg),VAREJO,SP,02/2017,"2,40"
AÇÚCAR CRISTAL (kg),VAREJO,SP,03/2017,"2,60"
AÇÚCAR CRISTAL (kg),VAREJO,SP,04/2017,"2,64"
AÇÚCAR CRISTAL (kg),VAREJO,SP,05/2017,"2,35"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,01/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,02/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,03/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,04/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,05/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,06/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,07/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,08/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,09/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,10/2014,"20,52"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,11/2014,"19,25"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,12/2014,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,01/2015,"20,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,02/2015,"21,50"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,03/2015,"22,00"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,04/2015,"22,80"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,05/2015,"22,80"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,06/2015,"22,80"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,07/2015,"22,80"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,08/2015,"22,80"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,09/2015,"22,80"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,10/2015,"23,28"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,11/2015,"23,69"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,12/2015,"24,08"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,01/2016,"24,66"
AÇÚCAR REFINADO (10 kg),ATACADO,CE,02/2016,"25,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,01/2014,"23,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,02/2014,"23,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,03/2014,"24,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,04/2014,"22,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,05/2014,"22,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,06/2014,"21,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,07/2014,"21,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,08/2014,"21,60"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,09/2014,"20,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,10/2014,"17,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,11/2014,"17,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,12/2014,"17,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,01/2015,"17,80"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,02/2015,"18,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,04/2015,"15,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,05/2015,"18,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,06/2015,"20,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,07/2015,"19,33"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,08/2015,"19,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,09/2015,"22,67"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,10/2015,"21,67"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,BA,11/2015,"22,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,01/2014,"24,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,02/2014,"23,97"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,03/2014,"23,99"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,04/2014,"24,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,05/2014,"26,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,06/2014,"26,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,07/2014,"26,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,08/2014,"25,77"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,09/2014,"25,43"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,10/2014,"25,44"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,11/2014,"25,44"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,12/2014,"25,44"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,01/2015,"24,70"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,02/2015,"23,58"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,03/2015,"23,58"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,04/2015,"23,58"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,05/2015,"23,58"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,CE,06/2015,"23,58"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,01/2014,"23,80"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,02/2014,"24,25"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,03/2014,"25,46"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,04/2014,"24,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,05/2014,"23,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,06/2014,"22,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,07/2014,"21,53"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,08/2014,"19,70"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,09/2014,"19,37"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,10/2014,"19,19"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,11/2014,"19,20"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,12/2014,"19,19"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,01/2015,"19,24"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,02/2015,"19,15"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,03/2015,"19,69"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,04/2015,"21,13"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,05/2015,"21,40"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,06/2015,"21,36"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,07/2015,"21,40"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,08/2015,"21,65"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,09/2015,"22,88"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,10/2015,"22,52"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,11/2015,"22,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,09/2014,"17,15"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,10/2014,"32,64"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,11/2014,"40,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,12/2014,"40,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,01/2015,"40,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,02/2015,"42,15"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,03/2015,"43,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,04/2015,"43,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,05/2015,"43,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,06/2015,"43,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,07/2015,"47,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,08/2015,"47,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,09/2015,"47,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,10/2015,"47,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,01/2014,"27,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,02/2014,"27,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,03/2014,"27,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,04/2014,"27,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,05/2014,"27,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,06/2014,"27,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,07/2014,"27,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,08/2014,"26,60"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,09/2014,"16,17"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,10/2014,"15,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,07/2015,"22,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,08/2015,"29,63"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,09/2015,"27,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,10/2015,"27,70"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,11/2015,"26,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MG,12/2015,"26,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,01/2014,"20,87"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,02/2014,"21,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,03/2014,"21,25"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,04/2014,"20,76"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,05/2014,"20,65"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,06/2014,"20,16"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,07/2014,"19,19"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,08/2014,"17,15"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,09/2014,"16,70"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,10/2014,"15,67"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,11/2014,"15,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,12/2014,"15,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,01/2015,"15,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,02/2015,"15,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,03/2015,"15,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,04/2015,"15,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,05/2015,"18,25"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MS,06/2015,"20,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,01/2014,"26,99"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,02/2014,"28,18"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,03/2014,"27,39"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,04/2014,"25,61"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,05/2014,"24,31"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,06/2014,"23,36"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,07/2014,"22,68"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,08/2014,"20,66"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,09/2014,"20,41"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,10/2014,"20,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,11/2014,"20,41"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,12/2014,"20,16"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,01/2015,"20,32"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,02/2015,"20,49"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,03/2015,"22,28"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,04/2015,"26,32"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,05/2015,"26,07"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,06/2015,"25,56"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,07/2015,"26,02"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,08/2015,"26,81"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,09/2015,"28,36"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,10/2015,"28,86"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,11/2015,"28,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,12/2015,"27,30"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,01/2016,"29,26"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MT,02/2016,"31,89"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,01/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,02/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,03/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,04/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,05/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,06/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,07/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,08/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,09/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,10/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,11/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,12/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,01/2015,"19,40"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,02/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,03/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PB,04/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,01/2014,"19,20"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,02/2014,"21,90"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,03/2014,"21,62"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,04/2014,"21,12"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,05/2014,"19,70"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,06/2014,"18,38"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,07/2014,"18,12"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,08/2014,"17,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,09/2014,"17,12"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,10/2014,"17,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,11/2014,"17,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,12/2014,"17,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,01/2015,"17,30"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,02/2015,"17,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,03/2015,"17,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,04/2015,"17,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,05/2015,"17,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,06/2015,"18,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,07/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,08/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,09/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,10/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,11/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,12/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,01/2016,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,PI,02/2016,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,01/2014,"20,40"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,02/2014,"22,30"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,03/2014,"24,74"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,04/2014,"23,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,05/2014,"21,86"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,06/2014,"21,37"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,07/2014,"20,70"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,08/2014,"18,47"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,09/2014,"18,29"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,10/2014,"18,73"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,RN,11/2014,"18,63"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,01/2014,"24,10"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,02/2014,"24,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,03/2014,"24,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,04/2014,"24,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,05/2014,"24,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,06/2014,"25,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,07/2014,"26,02"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,08/2014,"26,22"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,09/2014,"26,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,10/2014,"26,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,11/2014,"26,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,12/2014,"26,02"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,01/2015,"26,04"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,02/2015,"26,03"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,03/2015,"26,03"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,04/2015,"24,02"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,05/2015,"25,56"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,06/2015,"27,84"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,07/2015,"28,03"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,08/2015,"28,47"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,09/2015,"28,62"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,10/2015,"29,81"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,11/2015,"30,18"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,12/2015,"31,29"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,01/2016,"32,08"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,SP,02/2016,"32,23"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,01/2014,"23,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,02/2014,"23,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,03/2014,"23,62"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,04/2014,"24,62"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,05/2014,"23,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,06/2014,"23,12"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,07/2014,"21,75"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,08/2014,"20,56"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,09/2014,"19,12"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,10/2014,"18,85"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,11/2014,"19,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,12/2014,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,01/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,02/2015,"19,50"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,03/2015,"19,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,04/2015,"19,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,TO,07/2015,"7,12"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,04/2016,"24,33"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,05/2016,"24,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,06/2016,"25,40"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,07/2016,"25,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,08/2016,"25,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,09/2016,"25,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,10/2016,"22,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,01/2017,"25,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,02/2017,"30,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,BA,03/2017,"25,00"
ALGODÃO EM CAROÇO TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,GO,01/2016,"79,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,01/2014,"67,40"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,02/2014,"68,50"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,03/2014,"68,25"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,04/2014,"71,75"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,05/2014,"70,80"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,06/2014,"74,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,07/2014,"71,75"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,08/2014,"65,60"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,09/2014,"64,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,10/2014,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,11/2014,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,12/2014,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,01/2015,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,02/2015,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,03/2015,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,04/2015,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,05/2015,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,06/2015,"65,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,CE,07/2015,"63,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,01/2014,"70,57"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,02/2014,"72,08"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,03/2014,"72,00"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,04/2014,"71,23"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,05/2014,"63,59"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,06/2014,"60,58"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,07/2014,"60,05"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,08/2014,"55,11"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,09/2014,"52,68"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,10/2014,"52,67"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,11/2014,"52,43"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,12/2014,"52,67"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,01/2015,"52,27"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,02/2015,"51,93"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,03/2015,"52,06"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,04/2015,"52,58"
ALGODÃO EM PLUMA (15 kg),ATACADO,MS,05/2015,"65,87"
